PROKKA_ERR479175_bin.2.faa_GIHINGGC_00153	-	132	PM0188	PF11477.15	390	0.0018	14.2	0.7	1	1	8.8e-07	0.0019	14.2	0.7	187	246	59	119	21	129	0.78	hypothetical	protein
PROKKA_ERR479225_bin.12.faa_BCCIKMPF_01245	-	138	PM0188	PF11477.15	390	0.00097	14.8	0.1	1	1	6.2e-07	0.001	14.7	0.1	275	355	36	112	14	132	0.80	hypothetical	protein
PROKKA_ERR479077_bin.22.faa_PMEIPFPE_01659	-	132	PM0188	PF11477.15	390	0.00086	15.2	0.6	1	1	4.8e-07	0.00095	15.0	0.6	187	247	59	120	21	130	0.75	hypothetical	protein
PROKKA_ERR479265_bin.20.faa_CHLCCJOB_02608	-	132	PM0188	PF11477.15	390	0.003	14.0	0.7	1	1	1e-06	0.0031	14.0	0.7	187	245	59	118	21	129	0.77	hypothetical	protein
PROKKA_ERR479147_bin.20.faa_PBLBEOAA_00456	-	132	PM0188	PF11477.15	390	0.0021	14.2	0.7	1	1	8.8e-07	0.0021	14.2	0.7	187	246	59	119	21	129	0.78	hypothetical	protein
PROKKA_ERR479110_bin.9.faa_OLDIJDAJ_02757	-	132	PM0188	PF11477.15	390	0.0012	15.2	0.6	1	1	4.8e-07	0.0014	15.0	0.6	187	247	59	120	21	130	0.75	hypothetical	protein
PROKKA_ERR479263_bin.21.faa_GGKKLEDH_00238	-	142	PM0188	PF11477.15	390	0.00089	12.4	0.0	1	1	4.4e-06	0.0013	11.9	0.0	283	352	6	76	2	86	0.91	hypothetical	protein
PROKKA_ERR479112_bin.9.faa_AJJJKAOF_00176	-	122	PM0188	PF11477.15	390	0.0021	13.1	0.0	1	1	2.1e-06	0.0024	12.9	0.0	139	202	33	98	26	112	0.80	Methanol	dehydrogenase	activator
PROKKA_ERR479142_bin.9.faa_KNBJDLMO_01355	-	132	PM0188	PF11477.15	390	0.0015	15.2	0.6	1	1	9.6e-07	0.0017	15.0	0.6	187	247	59	120	21	130	0.75	hypothetical	protein
PROKKA_ERR479142_bin.9.faa_KNBJDLMO_02989	-	329	PM0188	PF11477.15	390	0.019	11.6	1.8	1	2	0.097	1.7e+02	-1.4	0.4	175	210	28	61	15	66	0.68	hypothetical	protein
PROKKA_ERR479142_bin.9.faa_KNBJDLMO_02989	-	329	PM0188	PF11477.15	390	0.019	11.6	1.8	2	2	1.2e-05	0.021	11.4	0.1	292	357	244	306	195	312	0.69	hypothetical	protein
PROKKA_ERR479252_bin.9.faa_HMBGLDAK_02373	-	126	PM0188	PF11477.15	390	0.00075	16.5	0.2	1	1	1.7e-07	0.00075	16.5	0.2	185	247	53	115	10	121	0.86	Ribonuclease	P	protein	component
PROKKA_ERR479144_bin.2.faa_KPEBHMIM_02928	-	132	PM0188	PF11477.15	390	0.0015	15.2	0.6	1	1	9.6e-07	0.0017	15.0	0.6	187	247	59	120	21	130	0.75	hypothetical	protein
PROKKA_ERR479144_bin.2.faa_KPEBHMIM_01808	-	329	PM0188	PF11477.15	390	0.019	11.6	1.8	1	2	0.097	1.7e+02	-1.4	0.4	175	210	28	61	15	66	0.68	hypothetical	protein
PROKKA_ERR479144_bin.2.faa_KPEBHMIM_01808	-	329	PM0188	PF11477.15	390	0.019	11.6	1.8	2	2	1.2e-05	0.021	11.4	0.1	292	357	244	306	195	312	0.69	hypothetical	protein
PROKKA_ERR479034_bin.16.faa_DOIABDOE_00665	-	126	PM0188	PF11477.15	390	0.00072	15.7	0.2	1	1	3e-07	0.00074	15.7	0.2	185	248	53	115	7	121	0.83	Ribonuclease	P	protein	component
PROKKA_ERR479036_bin.12.faa_JGEMBGBD_00724	-	126	PM0188	PF11477.15	390	0.00087	15.7	0.2	1	1	3e-07	0.0009	15.7	0.2	185	248	53	115	7	121	0.83	Ribonuclease	P	protein	component
PROKKA_ERR479065_bin.15.faa_MONCDIGJ_00868	-	138	PM0188	PF11477.15	390	0.00094	14.6	0.1	1	1	6.9e-07	0.001	14.5	0.1	275	354	36	111	14	131	0.81	hypothetical	protein
PROKKA_ERR479266_bin.17.faa_LBOLFNBJ_00047	-	142	PM0188	PF11477.15	390	0.0017	12.4	0.0	1	1	4.4e-06	0.0025	11.9	0.0	283	352	6	76	2	86	0.91	hypothetical	protein
PROKKA_ERR479169_bin.6.faa_HLPPPONE_10787	-	132	PM0188	PF11477.15	390	0.016	14.3	0.8	1	1	2.5e-06	0.016	14.3	0.8	187	246	59	119	21	129	0.77	hypothetical	protein
PROKKA_ERR479169_bin.6.faa_HLPPPONE_10626	-	340	PM0188	PF11477.15	390	0.048	12.7	0.4	1	2	0.053	3.4e+02	0.0	0.0	106	146	24	64	8	138	0.74	hypothetical	protein
PROKKA_ERR479169_bin.6.faa_HLPPPONE_10626	-	340	PM0188	PF11477.15	390	0.048	12.7	0.4	2	2	3.8e-05	0.24	10.4	0.2	188	253	174	240	161	248	0.78	hypothetical	protein
PROKKA_ERR479169_bin.6.faa_HLPPPONE_02315	-	120	PM0188	PF11477.15	390	0.067	12.2	1.1	1	1	1.2e-05	0.078	12.0	1.1	197	245	59	107	36	117	0.83	hypothetical	protein
PROKKA_ERR479075_bin.20.faa_JHGKNPCF_05155	-	124	PM0188	PF11477.15	390	0.043	11.5	0.2	1	1	6.1e-06	0.046	11.4	0.2	201	267	50	113	22	118	0.83	hypothetical	protein
PROKKA_ERR479297_bin.6.faa_KDOKEFOC_02866	-	136	PM0188	PF11477.15	390	0.012	13.2	1.9	1	1	2.1e-06	0.014	13.0	1.9	190	252	66	130	45	135	0.85	hypothetical	protein
PROKKA_ERR479107_bin.3.faa_LAIOFNBO_00899	-	132	PM0188	PF11477.15	390	0.00095	15.2	0.6	1	1	4.8e-07	0.001	15.0	0.6	187	247	59	120	21	130	0.75	hypothetical	protein
PROKKA_ERR479193_bin.15.faa_EECOOLLA_00691	-	132	PM0188	PF11477.15	390	0.00033	15.2	0.6	1	1	4.8e-07	0.00037	15.0	0.6	187	247	59	120	21	130	0.75	hypothetical	protein
PROKKA_ERR479019_bin.16.faa_KDMJLIEG_00893	-	132	PM0188	PF11477.15	390	0.0017	15.2	0.6	1	1	4.8e-07	0.0019	15.0	0.6	187	247	59	120	21	130	0.75	hypothetical	protein
PROKKA_ERR479098_bin.12.faa_MCHJNOIO_00337	-	132	PM0188	PF11477.15	390	0.0013	15.3	0.7	1	1	4.5e-07	0.0014	15.1	0.7	187	247	59	120	21	130	0.75	hypothetical	protein
PROKKA_ERR479149_bin.25.faa_BKAGPFJD_00134	-	142	PM0188	PF11477.15	390	0.0027	11.3	0.0	1	1	9.5e-06	0.004	10.8	0.0	283	352	6	76	2	88	0.91	hypothetical	protein
PROKKA_ERR479182_bin.10.faa_AACPPOPJ_02389	-	132	PM0188	PF11477.15	390	0.0013	15.3	0.7	1	1	4.5e-07	0.0015	15.1	0.7	187	247	59	120	21	130	0.75	hypothetical	protein
PROKKA_ERR479285_bin.9.faa_OOJNHGFL_01516	-	168	PM0188	PF11477.15	390	9e-07	25.4	0.0	1	1	9.1e-10	1.2e-06	25.0	0.0	287	361	73	147	64	162	0.84	hypothetical	protein
PROKKA_ERR479285_bin.9.faa_OOJNHGFL_02525	-	124	PM0188	PF11477.15	390	0.0054	12.9	0.3	1	1	4.7e-06	0.006	12.8	0.3	201	270	50	116	22	118	0.86	hypothetical	protein
PROKKA_ERR479146_bin.2.faa_PIJOKEIF_03615	-	138	PM0188	PF11477.15	390	0.0029	15.5	0.2	1	1	3.5e-07	0.003	15.5	0.2	185	248	65	127	14	133	0.82	Ribonuclease	P	protein	component
PROKKA_ERR479400_bin.17.faa_DFLIKIFL_00668	-	132	PM0188	PF11477.15	390	0.0013	15.3	0.7	1	1	4.5e-07	0.0014	15.1	0.7	187	247	59	120	21	130	0.75	hypothetical	protein
PROKKA_ERR479147_bin.3.faa_BBANNECK_06500	-	138	PM0188	PF11477.15	390	0.0033	15.5	0.2	1	1	3.5e-07	0.0034	15.5	0.2	185	248	65	127	14	133	0.82	Ribonuclease	P	protein	component
PROKKA_ERR479154_bin.12.faa_IJGPDNND_00393	-	142	PM0188	PF11477.15	390	0.0028	12.5	0.0	1	1	4.5e-06	0.0045	11.9	0.0	283	352	6	76	2	85	0.91	hypothetical	protein
PROKKA_ERR479181_bin.28.faa_MJHPAHEK_00008	-	142	PM0188	PF11477.15	390	0.0014	12.5	0.0	1	1	4.2e-06	0.0021	11.9	0.0	283	352	6	76	2	88	0.91	hypothetical	protein
PROKKA_ERR478970_bin.15.faa_JIEHBHJG_01827	-	132	PM0188	PF11477.15	390	0.0053	14.2	0.7	1	1	8.8e-07	0.0055	14.2	0.7	187	246	59	119	21	129	0.78	hypothetical	protein
PROKKA_ERR478981_bin.22.faa_BMCEHCJO_01100	-	132	PM0188	PF11477.15	390	0.0026	14.3	0.8	1	1	8.3e-07	0.0027	14.3	0.8	187	246	59	119	21	129	0.77	hypothetical	protein
PROKKA_ERR479097_bin.6.faa_FDOJDECC_00875	-	132	PM0188	PF11477.15	390	0.0014	15.3	0.7	1	1	4.5e-07	0.0015	15.1	0.7	187	247	59	120	21	130	0.75	hypothetical	protein
PROKKA_ERR478986_bin.11.faa_MLLPPNAF_02012	-	132	PM0188	PF11477.15	390	0.0021	15.2	0.6	1	1	4.8e-07	0.0023	15.0	0.6	187	247	59	120	21	130	0.75	hypothetical	protein
PROKKA_ERR479020_bin.17.faa_FBNOLNIK_02816	-	132	PM0188	PF11477.15	390	0.0017	15.2	0.6	1	1	4.8e-07	0.0018	15.0	0.6	187	247	59	120	21	130	0.75	hypothetical	protein
PROKKA_ERR479051_bin.10.faa_NLEHDMDH_01707	-	168	PM0188	PF11477.15	390	8.3e-07	25.4	0.0	1	1	4.5e-10	1.1e-06	25.0	0.0	287	361	73	147	64	162	0.84	hypothetical	protein
PROKKA_ERR479112_bin.3.faa_GNINCNFM_05805	-	132	PM0188	PF11477.15	390	0.0099	14.2	0.7	1	1	8.8e-07	0.01	14.2	0.7	187	246	59	119	21	129	0.78	hypothetical	protein
PROKKA_ERR479183_bin.9.faa_HCBOKFLG_00227	-	132	PM0188	PF11477.15	390	0.00029	14.2	0.7	1	1	8.8e-07	0.00031	14.2	0.7	187	246	59	119	21	129	0.78	hypothetical	protein
PROKKA_ERR479189_bin.8.faa_HKIAEHCH_00381	-	136	PM0188	PF11477.15	390	0.0054	13.2	1.9	1	1	2.1e-06	0.0063	13.0	1.9	190	252	66	130	45	135	0.85	hypothetical	protein
PROKKA_ERR479416_bin.1.faa_PPAEPEKE_08884	-	120	PM0188	PF11477.15	390	0.053	12.1	0.9	1	1	4.3e-06	0.061	11.9	0.9	197	245	59	107	36	117	0.84	hypothetical	protein
PROKKA_ERR479171_bin.16.faa_IKOICHAD_04473	-	132	PM0188	PF11477.15	390	0.0078	14.3	0.8	1	1	1.7e-06	0.0081	14.3	0.8	187	246	59	119	21	129	0.77	hypothetical	protein
PROKKA_ERR479171_bin.16.faa_IKOICHAD_02398	-	340	PM0188	PF11477.15	390	0.018	13.1	0.6	1	2	0.021	1e+02	0.8	0.0	106	147	24	65	8	138	0.76	hypothetical	protein
PROKKA_ERR479171_bin.16.faa_IKOICHAD_02398	-	340	PM0188	PF11477.15	390	0.018	13.1	0.6	2	2	2.7e-05	0.13	10.3	0.3	183	253	173	240	159	248	0.72	hypothetical	protein
PROKKA_ERR479141_bin.8.faa_HBLDGBLO_00146	-	138	PM0188	PF11477.15	390	0.0023	15.5	0.2	1	1	3.5e-07	0.0024	15.5	0.2	185	248	65	127	14	133	0.82	Ribonuclease	P	protein	component
PROKKA_ERR479177_bin.8.faa_GOJKOPIM_00028	-	132	PM0188	PF11477.15	390	0.0028	14.1	0.8	1	1	9.5e-07	0.0029	14.1	0.8	187	245	59	118	21	129	0.77	hypothetical	protein
PROKKA_ERR478974_bin.14.faa_EBGKLJDC_01071	-	132	PM0188	PF11477.15	390	0.0026	14.2	0.7	1	1	8.8e-07	0.0027	14.2	0.7	187	246	59	119	21	129	0.78	hypothetical	protein
PROKKA_ERR478972_bin.19.faa_CNPNOIBD_01383	-	132	PM0188	PF11477.15	390	0.0051	14.2	0.7	1	1	8.8e-07	0.0053	14.2	0.7	187	246	59	119	21	129	0.78	hypothetical	protein
PROKKA_ERR479273_bin.28.faa_MKAGEAMO_00756	-	132	PM0188	PF11477.15	390	0.0032	14.2	0.7	1	1	8.8e-07	0.0033	14.2	0.7	187	246	59	119	21	129	0.78	hypothetical	protein
PROKKA_ERR479073_bin.8.faa_OJAEGPBG_00112	-	132	PM0188	PF11477.15	390	0.0015	15.2	0.6	1	1	4.8e-07	0.0016	15.0	0.6	187	247	59	120	21	130	0.75	hypothetical	protein
PROKKA_ERR478983_bin.1.faa_DDKIBKDL_01015	-	132	PM0188	PF11477.15	390	0.0025	14.3	0.8	1	1	8.3e-07	0.0026	14.3	0.8	187	246	59	119	21	129	0.77	hypothetical	protein
PROKKA_ERR478980_bin.21.faa_MFHCCPNI_03076	-	132	PM0188	PF11477.15	390	0.0026	14.3	0.8	1	1	8.3e-07	0.0027	14.3	0.8	187	246	59	119	21	129	0.77	hypothetical	protein
PROKKA_ERR479244_bin.11.faa_PONHNINP_02318	-	126	PM0188	PF11477.15	390	0.0012	15.7	0.2	1	1	3e-07	0.0012	15.7	0.2	185	248	53	115	7	121	0.83	Ribonuclease	P	protein	component
PROKKA_ERR479298_bin.7.faa_FMIGOMBE_03051	-	132	PM0188	PF11477.15	390	0.0033	15.2	0.6	1	1	9.6e-07	0.0036	15.0	0.6	187	247	59	120	21	130	0.75	hypothetical	protein
PROKKA_ERR479298_bin.7.faa_FMIGOMBE_05493	-	329	PM0188	PF11477.15	390	0.041	11.6	1.8	1	2	0.097	3.6e+02	-1.4	0.4	175	210	28	61	15	66	0.68	hypothetical	protein
PROKKA_ERR479298_bin.7.faa_FMIGOMBE_05493	-	329	PM0188	PF11477.15	390	0.041	11.6	1.8	2	2	1.2e-05	0.045	11.4	0.1	292	357	244	306	195	312	0.69	hypothetical	protein
PROKKA_ERR479284_bin.5.faa_PFAPHFMK_01774	-	124	PM0188	PF11477.15	390	0.0043	12.9	0.3	1	1	2.4e-06	0.0047	12.8	0.3	201	270	50	116	22	118	0.86	hypothetical	protein
PROKKA_ERR479064_bin.32.faa_DJAEHEKK_00632	-	132	PM0188	PF11477.15	390	0.0024	14.2	0.7	1	1	8.8e-07	0.0025	14.2	0.7	187	246	59	119	21	129	0.78	hypothetical	protein
PROKKA_ERR479037_bin.12.faa_JHLCNNFC_01622	-	138	PM0188	PF11477.15	390	0.0015	15.5	0.2	1	1	3.5e-07	0.0016	15.5	0.2	185	248	65	127	14	133	0.82	Ribonuclease	P	protein	component
PROKKA_ERR478998_bin.8.faa_PAJPIGCB_00046	-	132	PM0188	PF11477.15	390	0.00081	15.0	0.6	1	1	5.6e-07	0.00089	14.8	0.6	187	247	59	120	21	130	0.75	hypothetical	protein
PROKKA_ERR478973_bin.11.faa_CKMKILPH_04163	-	132	PM0188	PF11477.15	390	0.005	14.2	0.7	1	1	8.8e-07	0.0052	14.2	0.7	187	246	59	119	21	129	0.78	hypothetical	protein
PROKKA_ERR479243_bin.11.faa_HNBLKAIM_03038	-	126	PM0188	PF11477.15	390	0.0012	15.7	0.2	1	1	3e-07	0.0013	15.7	0.2	185	248	53	115	7	121	0.83	Ribonuclease	P	protein	component
PROKKA_ERR479145_bin.5.faa_CHGIHLBA_01347	-	132	PM0188	PF11477.15	390	0.0016	15.2	0.6	1	1	9.6e-07	0.0017	15.0	0.6	187	247	59	120	21	130	0.75	hypothetical	protein
PROKKA_ERR479145_bin.5.faa_CHGIHLBA_00404	-	329	PM0188	PF11477.15	390	0.019	11.6	1.8	1	2	0.097	1.7e+02	-1.4	0.4	175	210	28	61	15	66	0.68	hypothetical	protein
PROKKA_ERR479145_bin.5.faa_CHGIHLBA_00404	-	329	PM0188	PF11477.15	390	0.019	11.6	1.8	2	2	1.2e-05	0.021	11.4	0.1	292	357	244	306	195	312	0.69	hypothetical	protein
PROKKA_ERR479150_bin.14.faa_NHJNOAHF_04256	-	138	PM0188	PF11477.15	390	0.0019	15.5	0.2	1	1	3.5e-07	0.002	15.5	0.2	185	248	65	127	14	133	0.82	Ribonuclease	P	protein	component
PROKKA_ERR479270_bin.29.faa_MJJCDMCE_00117	-	132	PM0188	PF11477.15	390	0.0032	14.2	0.7	1	1	8.8e-07	0.0033	14.2	0.7	187	246	59	119	21	129	0.78	hypothetical	protein
PROKKA_ERR479016_bin.7.faa_GDBAAIPJ_02637	-	132	PM0188	PF11477.15	390	0.0015	15.2	0.6	1	1	4.8e-07	0.0016	15.0	0.6	187	247	59	120	21	130	0.75	hypothetical	protein
PROKKA_ERR479017_bin.2.faa_PROKKA_ERR479017_bin.2.faa_BKOKGFED_00621	-	132	PM0188	PF11477.15	390	0.0014	15.2	0.6	1	1	4.8e-07	0.0016	15.0	0.6	187	247	59	120	21	130	0.75	hypothetical	protein
PROKKA_ERR479272_bin.1.faa_GCEOFOAH_01665	-	132	PM0188	PF11477.15	390	0.0032	14.2	0.7	1	1	8.8e-07	0.0034	14.2	0.7	187	246	59	119	21	129	0.78	hypothetical	protein
PROKKA_ERR479204_bin.6.faa_EDIFNNNI_01787	-	132	PM0188	PF11477.15	390	0.0022	14.3	0.8	1	1	8.3e-07	0.0023	14.3	0.8	187	246	59	119	21	129	0.77	hypothetical	protein
PROKKA_ERR479035_bin.7.faa_ICJPDADE_05250	-	138	PM0188	PF11477.15	390	0.003	15.5	0.2	1	1	3.5e-07	0.0032	15.5	0.2	185	248	65	127	14	133	0.82	Ribonuclease	P	protein	component
PROKKA_ERR479140_bin.16.faa_GOOBFMLB_03355	-	138	PM0188	PF11477.15	390	0.0025	15.5	0.2	1	1	3.5e-07	0.0026	15.5	0.2	185	248	65	127	14	133	0.82	Ribonuclease	P	protein	component
PROKKA_ERR479203_bin.22.faa_NKHOINNF_01789	-	132	PM0188	PF11477.15	390	0.0031	14.3	0.8	1	1	8.3e-07	0.0033	14.3	0.8	187	246	59	119	21	129	0.77	hypothetical	protein
PROKKA_ERR479074_bin.2.faa_IHJCFDCD_00481	-	132	PM0188	PF11477.15	390	0.0015	15.2	0.6	1	1	4.8e-07	0.0017	15.0	0.6	187	247	59	120	21	130	0.75	hypothetical	protein
PROKKA_ERR479034_bin.12.faa_FOMILPGL_06077	-	72	PM0188	PF11477.15	390	0.011	13.2	0.0	1	1	1.8e-06	0.011	13.1	0.0	152	186	8	42	2	57	0.88	hypothetical	protein
PROKKA_ERR479267_bin.3.faa_KJBJGCLC_03018	-	132	PM0188	PF11477.15	390	0.0037	14.1	0.8	1	1	9.5e-07	0.0038	14.1	0.8	187	245	59	118	21	129	0.77	hypothetical	protein
PROKKA_ERR479222_bin.3.faa_OOJEKPDC_02539	-	132	PM0188	PF11477.15	390	0.0015	15.2	0.6	1	1	4.8e-07	0.0017	15.0	0.6	187	247	59	120	21	130	0.75	hypothetical	protein
PROKKA_ERR479283_bin.15.faa_JFLANIMB_02751	-	132	PM0188	PF11477.15	390	0.0015	15.3	0.7	1	1	9e-07	0.0017	15.1	0.7	187	247	59	120	21	130	0.75	hypothetical	protein
PROKKA_ERR479283_bin.15.faa_JFLANIMB_03115	-	329	PM0188	PF11477.15	390	0.02	11.6	1.8	1	2	0.097	1.8e+02	-1.4	0.4	175	210	28	61	15	66	0.68	hypothetical	protein
PROKKA_ERR479283_bin.15.faa_JFLANIMB_03115	-	329	PM0188	PF11477.15	390	0.02	11.6	1.8	2	2	1.2e-05	0.022	11.4	0.1	292	357	244	306	195	312	0.69	hypothetical	protein
PROKKA_ERR479265_bin.8.faa_MFKDMGAD_00580	-	142	PM0188	PF11477.15	390	0.0018	12.4	0.0	1	1	4.4e-06	0.0026	11.9	0.0	283	352	6	76	2	86	0.91	hypothetical	protein
PROKKA_ERR479181_bin.31.faa_POLACEBM_01030	-	138	PM0188	PF11477.15	390	0.0022	15.5	0.2	1	1	7.1e-07	0.0023	15.5	0.2	185	248	65	127	14	133	0.82	Ribonuclease	P	protein	component
PROKKA_ERR479181_bin.31.faa_POLACEBM_06454	-	340	PM0188	PF11477.15	390	0.016	12.7	0.4	1	2	0.036	1.1e+02	0.0	0.0	106	146	24	64	8	138	0.74	hypothetical	protein
PROKKA_ERR479181_bin.31.faa_POLACEBM_06454	-	340	PM0188	PF11477.15	390	0.016	12.7	0.4	2	2	2.5e-05	0.081	10.4	0.2	188	253	174	240	161	248	0.78	hypothetical	protein
PROKKA_ERR479237_bin.4.faa_MNFMKPNP_00838	-	132	PM0188	PF11477.15	390	0.0012	15.2	0.6	1	1	4.8e-07	0.0013	15.0	0.6	187	247	59	120	21	130	0.75	hypothetical	protein
PROKKA_ERR479000_bin.17.faa_PROKKA_ERR479000_bin.17.faa_PNLLNGIJ_00416	-	132	PM0188	PF11477.15	390	0.00037	14.2	0.7	1	1	8.8e-07	0.00038	14.2	0.7	187	246	59	119	21	129	0.78	hypothetical	protein
