GCF_000005845.2_protein.faa_YP_026240.1	-	218	pm0188_final_auto	-	397	0.0053	13.6	0.4	1	1	1.7e-06	0.0071	13.2	0.4	118	217	72	172	68	181	0.84	putative	lipoprotein	YidX	[Escherichia	coli	str.	K-12	substr.	MG1655]
GCF_000010745.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0061	13.6	0.4	1	1	1.7e-06	0.0083	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000010765.1_protein.faa_WP_000772931.1	-	218	pm0188_final_auto	-	397	0.006	13.8	0.3	1	1	1.5e-06	0.008	13.3	0.3	118	217	72	172	68	181	0.84	protein	YidX	[Escherichia	coli]
GCF_000013585.1_protein.faa_WP_000772933.1	-	218	pm0188_final_auto	-	397	0.0028	14.4	0.5	1	1	1e-06	0.0038	13.9	0.5	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Enterobacteriaceae]
GCF_000014885.1_protein.faa_WP_044556195.1	-	398	pm0188_final_auto	-	397	5.1e-103	343.0	6.5	1	1	1.4e-106	6.2e-103	342.7	6.5	4	396	14	397	12	398	0.96	hypothetical	protein	[Shewanella	piezotolerans]
GCF_000015325.1_protein.faa_WP_011796014.1	-	129	pm0188_final_auto	-	397	0.015	12.3	0.0	1	1	3.4e-06	0.016	12.2	0.0	58	122	32	99	17	114	0.84	DUF1987	domain-containing	protein	[Paracidovorax	citrulli]
GCF_000015645.1_protein.faa_WP_011819131.1	-	252	pm0188_final_auto	-	397	0.00026	16.7	3.5	1	1	2e-07	0.00036	16.3	3.5	49	172	2	128	1	136	0.78	C40	family	peptidase	[Prochlorococcus	marinus]
GCF_000015865.1_protein.faa_WP_003513952.1	-	65	pm0188_final_auto	-	397	0.007	12.8	0.0	1	1	2.2e-06	0.0071	12.8	0.0	193	234	13	54	4	64	0.86	hypothetical	protein	[Acetivibrio	thermocellus]
GCF_000017725.2_protein.faa_WP_012140390.1	-	227	pm0188_final_auto	-	397	0.0053	12.6	0.4	1	1	3.4e-06	0.0069	12.2	0.4	201	296	32	127	6	129	0.79	hypothetical	protein	[Campylobacter	concisus]
GCF_000017745.1_protein.faa_WP_000773804.1	-	218	pm0188_final_auto	-	397	0.0058	13.6	0.4	1	1	1.7e-06	0.0078	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Enterobacteriaceae]
GCF_000017765.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0051	13.6	0.4	1	1	1.7e-06	0.0069	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000017985.1_protein.faa_WP_000772941.1	-	218	pm0188_final_auto	-	397	0.0019	15.0	0.4	1	1	6.2e-07	0.0026	14.6	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Enterobacteriaceae]
GCF_000019385.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0052	13.6	0.4	1	1	1.7e-06	0.0071	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000019425.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.005	13.6	0.4	1	1	1.7e-06	0.0068	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000021125.1_protein.faa_WP_000772953.1	-	218	pm0188_final_auto	-	397	0.0053	13.9	0.4	1	1	1.4e-06	0.0072	13.4	0.4	118	217	72	172	68	181	0.84	protein	YidX	[Escherichia	coli]
GCF_000021285.1_protein.faa_WP_004104379.1	-	86	pm0188_final_auto	-	397	0.0037	13.0	0.2	1	1	1.9e-06	0.0038	13.0	0.2	169	239	3	74	1	82	0.77	MULTISPECIES:	hypothetical	protein	[Thermosipho]
GCF_000022225.1_protein.faa_WP_000772953.1	-	218	pm0188_final_auto	-	397	0.0053	13.9	0.4	1	1	1.4e-06	0.0072	13.4	0.4	118	217	72	172	68	181	0.84	protein	YidX	[Escherichia	coli]
GCF_000022245.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0048	13.6	0.4	1	1	1.7e-06	0.0065	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000022345.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0051	13.6	0.4	1	1	1.7e-06	0.0069	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000022665.1_protein.faa_WP_000772941.1	-	218	pm0188_final_auto	-	397	0.0019	15.0	0.4	1	1	6.2e-07	0.0025	14.6	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Enterobacteriaceae]
GCF_000023365.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0051	13.6	0.4	1	1	1.7e-06	0.0069	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000023665.1_protein.faa_WP_000772941.1	-	218	pm0188_final_auto	-	397	0.0019	15.0	0.4	1	1	6.2e-07	0.0026	14.6	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Enterobacteriaceae]
GCF_000025065.1_protein.faa_WP_012883702.1	-	139	pm0188_final_auto	-	397	0.0094	12.8	0.0	1	1	2.6e-06	0.011	12.6	0.0	49	128	35	117	23	131	0.79	MULTISPECIES:	DUF1987	domain-containing	protein	[Dickeya]
GCF_000025165.1_protein.faa_WP_000772952.1	-	218	pm0188_final_auto	-	397	0.023	11.7	0.3	1	1	6.3e-06	0.032	11.3	0.3	118	216	72	171	68	181	0.83	protein	YidX	[Escherichia	coli]
GCF_000026225.1_protein.faa_WP_000772954.1	-	218	pm0188_final_auto	-	397	0.0052	13.7	0.4	1	1	1.7e-06	0.007	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Escherichia]
GCF_000026245.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0057	13.6	0.4	1	1	1.7e-06	0.0077	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000026265.1_protein.faa_WP_000773804.1	-	218	pm0188_final_auto	-	397	0.0052	13.6	0.4	1	1	1.7e-06	0.007	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Enterobacteriaceae]
GCF_000027125.1_protein.faa_WP_000772944.1	-	218	pm0188_final_auto	-	397	0.006	13.6	0.4	1	1	1.7e-06	0.0081	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Enterobacteriaceae]
GCF_000091005.1_protein.faa_WP_000772931.1	-	218	pm0188_final_auto	-	397	0.0061	13.8	0.3	1	1	1.5e-06	0.0082	13.3	0.3	118	217	72	172	68	181	0.84	protein	YidX	[Escherichia	coli]
GCF_000167875.2_protein.faa_WP_000772939.1	-	218	pm0188_final_auto	-	397	0.006	13.7	0.4	1	1	1.7e-06	0.0081	13.2	0.4	118	217	72	172	68	181	0.84	protein	YidX	[Escherichia	coli]
GCF_000176855.2_protein.faa_WP_013594778.1	-	129	pm0188_final_auto	-	397	0.022	11.8	0.0	1	1	4.9e-06	0.023	11.7	0.0	57	122	31	99	17	113	0.85	DUF1987	domain-containing	protein	[Paracidovorax	avenae]
GCF_000184185.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0057	13.6	0.4	1	1	1.7e-06	0.0077	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000184925.1_protein.faa_WP_003513952.1	-	65	pm0188_final_auto	-	397	0.0065	12.8	0.0	1	1	2.2e-06	0.0066	12.8	0.0	193	234	13	54	4	64	0.86	hypothetical	protein	[Acetivibrio	thermocellus]
GCF_000185905.1_protein.faa_WP_013531989.1	-	118	pm0188_final_auto	-	397	0.031	11.7	0.0	1	1	5.9e-06	0.037	11.4	0.0	97	151	22	78	19	92	0.78	MULTISPECIES:	hypothetical	protein	[Mesorhizobium]
GCF_000196155.1_protein.faa_WP_011145484.1	-	157	pm0188_final_auto	-	397	0.005	13.8	1.0	1	1	1.2e-06	0.0057	13.6	1.0	150	235	18	108	1	122	0.72	MULTISPECIES:	hypothetical	protein	[Photorhabdus]
GCF_000196475.1_protein.faa_WP_015835420.1	-	157	pm0188_final_auto	-	397	0.0048	13.7	1.1	1	1	1.3e-06	0.0054	13.6	1.1	150	235	18	108	1	122	0.70	MULTISPECIES:	hypothetical	protein	[Photorhabdus]
GCF_000210475.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0059	13.6	0.4	1	1	1.7e-06	0.008	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000212715.2_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0065	13.6	0.4	1	1	1.7e-06	0.0088	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000220005.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0064	13.6	0.4	1	1	1.7e-06	0.0086	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000230995.2_protein.faa_WP_015317570.1	-	118	pm0188_final_auto	-	397	0.045	11.0	0.1	1	1	9.5e-06	0.055	10.7	0.1	97	152	22	79	19	92	0.79	MULTISPECIES:	hypothetical	protein	[Mesorhizobium]
GCF_000234745.1_protein.faa_WP_014326238.1	-	412	pm0188_final_auto	-	397	3.7e-163	540.0	14.5	1	1	1.9e-166	3.9e-163	539.9	14.5	2	396	25	411	1	412	0.98	multifunctional	sialyltransferase	[Pasteurella	multocida]
GCF_000242255.2_protein.faa_WP_014403461.1	-	103	pm0188_final_auto	-	397	0.0067	12.8	0.1	1	1	2.5e-06	0.0077	12.6	0.1	190	253	10	73	2	86	0.87	hypothetical	protein	[Frateuria	aurantia]
GCF_000245515.1_protein.faa_WP_000772952.1	-	218	pm0188_final_auto	-	397	0.023	11.7	0.3	1	1	6.3e-06	0.031	11.3	0.3	118	216	72	171	68	181	0.83	protein	YidX	[Escherichia	coli]
GCF_000255615.2_protein.faa_WP_003513952.1	-	65	pm0188_final_auto	-	397	0.0065	12.8	0.0	1	1	2.2e-06	0.0066	12.8	0.0	193	234	13	54	4	64	0.86	hypothetical	protein	[Acetivibrio	thermocellus]
GCF_000255915.1_protein.faa_WP_014391316.1	-	412	pm0188_final_auto	-	397	3.1e-162	537.0	14.7	1	1	1.5e-165	3.3e-162	536.9	14.7	2	396	25	411	1	412	0.98	alpha-2,3/2,6-sialyltransferase/sialidase	[Pasteurella	multocida]
GCF_000258025.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0054	13.6	0.4	1	1	1.7e-06	0.0073	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000258145.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0057	13.6	0.4	1	1	1.7e-06	0.0077	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000259545.1_protein.faa_WP_014326238.1	-	412	pm0188_final_auto	-	397	3.8e-163	540.0	14.5	1	1	1.9e-166	4e-163	539.9	14.5	2	396	25	411	1	412	0.98	sialyltransferase	PMO188	family	protein	[Pasteurella	multocida]
GCF_000262125.1_protein.faa_WP_000772953.1	-	218	pm0188_final_auto	-	397	0.0052	13.9	0.4	1	1	1.4e-06	0.007	13.4	0.4	118	217	72	172	68	181	0.84	protein	YidX	[Escherichia	coli]
GCF_000265365.1_protein.faa_WP_244265022.1	-	355	pm0188_final_auto	-	397	2.7e-16	56.9	0.0	1	1	1.2e-19	3.6e-16	56.5	0.0	165	361	148	337	87	354	0.71	sialyltransferase	[Alistipes	finegoldii]
GCF_000269645.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0051	13.6	0.4	1	1	1.7e-06	0.0069	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000270105.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0051	13.6	0.4	1	1	1.7e-06	0.0068	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000273425.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0051	13.6	0.4	1	1	1.7e-06	0.0069	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000299255.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0061	13.6	0.4	1	1	1.7e-06	0.0082	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000299455.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0061	13.6	0.4	1	1	1.7e-06	0.0082	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000299475.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.006	13.6	0.4	1	1	1.7e-06	0.008	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000305775.1_protein.faa_WP_015042878.1	-	144	pm0188_final_auto	-	397	0.0028	13.9	0.3	1	1	1.1e-06	0.0032	13.7	0.3	53	146	27	120	5	136	0.77	MULTISPECIES:	hypothetical	protein	[unclassified	Dehalobacter]
GCF_000305815.1_protein.faa_WP_015042878.1	-	144	pm0188_final_auto	-	397	0.0029	13.9	0.3	1	1	1.1e-06	0.0033	13.7	0.3	53	146	27	120	5	136	0.77	MULTISPECIES:	hypothetical	protein	[unclassified	Dehalobacter]
GCF_000332755.1_protein.faa_WP_000772936.1	-	218	pm0188_final_auto	-	397	0.0053	13.7	0.4	1	1	1.7e-06	0.0072	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Enterobacteriaceae]
GCF_000347595.1_protein.faa_WP_025267256.1	-	405	pm0188_final_auto	-	397	1.7e-103	343.5	17.6	1	1	9.1e-107	1.9e-103	343.4	17.6	2	389	4	393	1	401	0.95	polysialyltransferase	family	glycosyltransferase	[Bibersteinia	trehalosi]
GCF_000382585.2_protein.faa_WP_019844691.1	-	139	pm0188_final_auto	-	397	0.017	11.9	0.0	1	1	4.7e-06	0.019	11.7	0.0	49	128	35	117	23	131	0.78	MULTISPECIES:	DUF1987	domain-containing	protein	[Dickeya]
GCF_000464955.2_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0056	13.6	0.4	1	1	1.7e-06	0.0076	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000468515.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0054	13.6	0.4	1	1	1.7e-06	0.0072	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000499485.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.005	13.6	0.4	1	1	1.7e-06	0.0067	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000512395.1_protein.faa_WP_014326238.1	-	412	pm0188_final_auto	-	397	3.7e-163	540.0	14.5	1	1	1.9e-166	3.9e-163	539.9	14.5	2	396	25	411	1	412	0.98	sialyltransferase	PMO188	family	protein	[Pasteurella	multocida]
GCF_000512895.1_protein.faa_WP_019225985.1	-	144	pm0188_final_auto	-	397	0.0018	14.6	0.5	1	1	7.4e-07	0.002	14.4	0.5	53	146	27	120	5	136	0.77	MULTISPECIES:	hypothetical	protein	[Dehalobacter]
GCF_000521725.1_protein.faa_WP_025267256.1	-	405	pm0188_final_auto	-	397	1.7e-103	343.5	17.6	1	1	9.1e-107	1.9e-103	343.4	17.6	2	389	4	393	1	401	0.95	polysialyltransferase	family	glycosyltransferase	[Bibersteinia	trehalosi]
GCF_000521745.1_protein.faa_WP_025267256.1	-	405	pm0188_final_auto	-	397	1.7e-103	343.5	17.6	1	1	9.1e-107	2e-103	343.4	17.6	2	389	4	393	1	401	0.95	polysialyltransferase	family	glycosyltransferase	[Bibersteinia	trehalosi]
GCF_000521765.1_protein.faa_WP_025267256.1	-	405	pm0188_final_auto	-	397	1.7e-103	343.5	17.6	1	1	9.1e-107	2e-103	343.4	17.6	2	389	4	393	1	401	0.95	polysialyltransferase	family	glycosyltransferase	[Bibersteinia	trehalosi]
GCF_000597845.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0053	13.6	0.4	1	1	1.7e-06	0.0071	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000599625.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0053	13.6	0.4	1	1	1.7e-06	0.0071	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000599645.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0053	13.6	0.4	1	1	1.7e-06	0.0072	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000618005.3_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0055	13.6	0.4	1	1	1.7e-06	0.0074	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000618905.3_protein.faa_WP_000772939.1	-	218	pm0188_final_auto	-	397	0.0061	13.7	0.4	1	1	1.7e-06	0.0083	13.2	0.4	118	217	72	172	68	181	0.84	protein	YidX	[Escherichia	coli]
GCF_000725305.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0052	13.6	0.4	1	1	1.7e-06	0.007	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000730345.1_protein.faa_WP_000772953.1	-	218	pm0188_final_auto	-	397	0.0053	13.9	0.4	1	1	1.4e-06	0.0072	13.4	0.4	118	217	72	172	68	181	0.84	protein	YidX	[Escherichia	coli]
GCF_000732965.1_protein.faa_WP_000772953.1	-	218	pm0188_final_auto	-	397	0.0052	13.9	0.4	1	1	1.4e-06	0.007	13.4	0.4	118	217	72	172	68	181	0.84	protein	YidX	[Escherichia	coli]
GCF_000739375.1_protein.faa_WP_003056039.1	-	129	pm0188_final_auto	-	397	0.024	11.8	0.0	1	1	5e-06	0.027	11.6	0.0	57	122	31	99	19	114	0.78	MULTISPECIES:	DUF1987	domain-containing	protein	[Comamonas]
GCF_000739435.1_protein.faa_WP_015674054.1	-	401	pm0188_final_auto	-	397	1.6e-136	452.4	16.2	1	1	7.7e-140	1.7e-136	452.3	16.2	3	392	8	398	1	401	0.98	hypothetical	protein	[Actinobacillus	suis]
GCF_000743955.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0045	13.6	0.4	1	1	1.7e-06	0.006	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000743995.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0045	13.6	0.4	1	1	1.7e-06	0.0061	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000746665.1_protein.faa_WP_040110899.1	-	157	pm0188_final_auto	-	397	0.026	11.4	0.3	1	1	8.2e-06	0.035	10.9	0.3	247	312	15	82	13	84	0.81	FKBP-type	peptidyl-prolyl	cis-trans	isomerase	[Vibrio	vulnificus]
GCF_000750555.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0051	13.6	0.4	1	1	1.7e-06	0.0069	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000754275.1_protein.faa_WP_014326238.1	-	412	pm0188_final_auto	-	397	3.6e-163	540.0	14.5	1	1	1.9e-166	3.8e-163	539.9	14.5	2	396	25	411	1	412	0.98	sialyltransferase	PMO188	family	protein	[Pasteurella	multocida]
GCF_000783735.2_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0046	13.6	0.4	1	1	1.7e-06	0.0063	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000800215.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.005	13.6	0.4	1	1	1.7e-06	0.0068	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000800765.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.005	13.6	0.4	1	1	1.7e-06	0.0068	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000801145.1_protein.faa_WP_039198486.1	-	402	pm0188_final_auto	-	397	7.1e-141	466.6	11.0	1	1	3.6e-144	7.9e-141	466.5	11.0	2	393	7	400	1	402	0.99	hypothetical	protein	[Actinobacillus	equuli]
GCF_000801165.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0056	13.6	0.4	1	1	1.7e-06	0.0075	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000801185.2_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0056	13.6	0.4	1	1	1.7e-06	0.0076	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000801205.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0051	13.6	0.4	1	1	1.7e-06	0.0069	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000803705.1_protein.faa_WP_000772953.1	-	218	pm0188_final_auto	-	397	0.0053	13.9	0.4	1	1	1.4e-06	0.0071	13.4	0.4	118	217	72	172	68	181	0.84	protein	YidX	[Escherichia	coli]
GCF_000807175.1_protein.faa_WP_003444811.1	-	179	pm0188_final_auto	-	397	4.3e-05	20.4	4.5	1	1	1.2e-08	4.9e-05	20.2	4.5	138	242	63	173	38	179	0.74	MerR	family	transcriptional	regulator	[Clostridium	pasteurianum]
GCF_000807255.1_protein.faa_WP_003444811.1	-	179	pm0188_final_auto	-	397	4.3e-05	20.4	4.5	1	1	1.2e-08	4.9e-05	20.2	4.5	138	242	63	173	38	179	0.74	MerR	family	transcriptional	regulator	[Clostridium	pasteurianum]
GCF_000814145.2_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0057	13.6	0.4	1	1	1.7e-06	0.0077	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000819645.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0058	13.6	0.4	1	1	1.7e-06	0.0079	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000827105.1_protein.faa_WP_000772955.1	-	218	pm0188_final_auto	-	397	0.0056	13.7	0.4	1	1	1.7e-06	0.0076	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Escherichia]
GCF_000829985.1_protein.faa_WP_000772934.1	-	218	pm0188_final_auto	-	397	0.0057	13.6	0.4	1	1	1.7e-06	0.0077	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Gammaproteobacteria]
GCF_000830035.1_protein.faa_WP_000772941.1	-	218	pm0188_final_auto	-	397	0.0019	15.0	0.4	1	1	6.2e-07	0.0026	14.6	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Enterobacteriaceae]
GCF_000831565.1_protein.faa_WP_000773804.1	-	218	pm0188_final_auto	-	397	0.0055	13.6	0.4	1	1	1.7e-06	0.0074	13.2	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Enterobacteriaceae]
GCF_000833145.1_protein.faa_WP_000772941.1	-	218	pm0188_final_auto	-	397	0.0019	15.0	0.4	1	1	6.2e-07	0.0025	14.6	0.4	118	217	72	172	68	181	0.84	MULTISPECIES:	protein	YidX	[Enterobacteriaceae]
