GCF_022026295.1_protein.faa_WP_010642955.1	-	264	kpsM_final_mafft	-	260	7.5e-05	20.3	0.5	1	1	3.6e-07	0.00015	19.4	0.5	96	245	73	237	12	248	0.66	-
GCF_022026295.1_protein.faa_WP_237897031.1	-	257	kpsM_final_mafft	-	260	0.00095	16.7	8.8	1	1	4.7e-06	0.0019	15.7	8.8	111	252	112	255	35	257	0.83	-
GCF_001660585.1_protein.faa_WP_000124301.1	-	258	kpsM_final_mafft	-	260	7.4e-107	354.3	18.6	1	1	1.1e-109	8.2e-107	354.1	18.6	8	259	6	258	1	258	0.99	-
GCF_001660585.1_protein.faa_WP_000972203.1	-	256	kpsM_final_mafft	-	260	1.6e-18	64.8	19.9	1	1	2.8e-21	2.2e-18	64.3	19.9	37	250	27	249	14	253	0.80	-
GCF_001660585.1_protein.faa_WP_000070116.1	-	377	kpsM_final_mafft	-	260	1.2e-08	32.4	18.2	1	3	0.07	54	0.7	0.1	141	160	30	49	21	57	0.76	-
GCF_001660585.1_protein.faa_WP_000070116.1	-	377	kpsM_final_mafft	-	260	1.2e-08	32.4	18.2	2	3	1.1	8.1e+02	-3.1	0.1	151	162	188	199	170	210	0.50	-
GCF_001660585.1_protein.faa_WP_000070116.1	-	377	kpsM_final_mafft	-	260	1.2e-08	32.4	18.2	3	3	1.5e-11	1.2e-08	32.4	18.2	95	254	215	375	211	376	0.94	-
GCF_001660585.1_protein.faa_WP_001314210.1	-	374	kpsM_final_mafft	-	260	3.4e-08	30.9	13.5	1	2	2.3	1.8e+03	-4.2	0.2	149	248	25	36	22	42	0.44	-
GCF_001660585.1_protein.faa_WP_001314210.1	-	374	kpsM_final_mafft	-	260	3.4e-08	30.9	13.5	2	2	4.4e-11	3.4e-08	30.9	13.5	96	252	210	369	206	374	0.88	-
GCF_001660585.1_protein.faa_WP_000469031.1	-	368	kpsM_final_mafft	-	260	4.9e-08	30.4	12.7	1	2	0.21	1.6e+02	-0.8	0.1	143	183	173	213	165	217	0.69	-
GCF_001660585.1_protein.faa_WP_000469031.1	-	368	kpsM_final_mafft	-	260	4.9e-08	30.4	12.7	2	2	6.4e-11	4.9e-08	30.4	12.7	101	251	213	365	188	368	0.78	-
GCF_001660585.1_protein.faa_WP_001006866.1	-	95	kpsM_final_mafft	-	260	0.011	12.8	0.1	1	1	1.6e-05	0.012	12.7	0.1	65	100	18	53	4	66	0.83	-
GCF_016888985.1_protein.faa_WP_011133993.1	-	251	kpsM_final_mafft	-	260	1.6e-19	68.0	11.8	1	1	1.4e-22	2e-19	67.7	11.8	37	247	22	241	7	248	0.85	-
GCF_016888985.1_protein.faa_WP_081526745.1	-	363	kpsM_final_mafft	-	260	4e-10	37.2	5.8	1	2	0.37	5.4e+02	-2.6	0.0	141	172	24	57	8	68	0.58	-
GCF_016888985.1_protein.faa_WP_081526745.1	-	363	kpsM_final_mafft	-	260	4e-10	37.2	5.8	2	2	2.7e-13	4e-10	37.2	5.8	96	252	203	361	175	363	0.92	-
GCF_016888985.1_protein.faa_WP_081526746.1	-	370	kpsM_final_mafft	-	260	8.3e-05	19.7	11.8	1	2	0.85	1.2e+03	-3.8	0.1	142	156	26	40	20	47	0.50	-
GCF_016888985.1_protein.faa_WP_081526746.1	-	370	kpsM_final_mafft	-	260	8.3e-05	19.7	11.8	2	2	5.7e-08	8.3e-05	19.7	11.8	95	253	208	367	175	369	0.88	-
GCF_005519465.1_protein.faa_WP_003958860.1	-	309	kpsM_final_mafft	-	260	5.9e-45	152.0	13.1	1	1	1.2e-47	6.9e-45	151.7	13.1	3	255	44	305	42	308	0.93	-
GCF_005519465.1_protein.faa_WP_003955215.1	-	284	kpsM_final_mafft	-	260	3.8e-18	64.1	0.3	1	1	8.7e-21	4.9e-18	63.7	0.3	9	221	21	237	15	250	0.82	-
GCF_005519465.1_protein.faa_WP_003956611.1	-	293	kpsM_final_mafft	-	260	1e-17	62.7	8.4	1	1	3.3e-20	1.9e-17	61.8	8.4	37	253	68	291	56	293	0.85	-
GCF_005519465.1_protein.faa_WP_003961343.1	-	339	kpsM_final_mafft	-	260	5.8e-16	56.9	5.7	1	1	1.3e-18	7.4e-16	56.6	5.7	26	245	96	324	87	335	0.83	-
GCF_005519465.1_protein.faa_WP_003954881.1	-	289	kpsM_final_mafft	-	260	1.4e-15	55.6	2.5	1	1	3.5e-18	2e-15	55.2	2.5	38	220	52	243	48	284	0.86	-
GCF_005519465.1_protein.faa_WP_003960531.1	-	297	kpsM_final_mafft	-	260	1.7e-14	52.1	8.0	1	1	3.9e-17	2.2e-14	51.8	8.0	39	243	75	286	70	295	0.80	-
GCF_005519465.1_protein.faa_WP_003956276.1	-	289	kpsM_final_mafft	-	260	1.1e-12	46.1	14.9	1	1	3.3e-15	1.9e-12	45.4	14.9	41	251	71	285	65	289	0.79	-
GCF_005519465.1_protein.faa_WP_003956345.1	-	269	kpsM_final_mafft	-	260	7.4e-11	40.2	1.6	1	2	1.2	6.7e+02	-2.3	0.1	136	136	62	62	34	108	0.50	-
GCF_005519465.1_protein.faa_WP_003956345.1	-	269	kpsM_final_mafft	-	260	7.4e-11	40.2	1.6	2	2	1.3e-13	7.4e-11	40.2	1.6	111	240	123	253	112	263	0.87	-
GCF_005519465.1_protein.faa_WP_003963318.1	-	253	kpsM_final_mafft	-	260	1.2e-10	39.4	2.0	1	1	4.7e-13	2.7e-10	38.4	2.0	37	239	29	236	16	251	0.78	-
GCF_005519465.1_protein.faa_WP_003957026.1	-	255	kpsM_final_mafft	-	260	3.6e-08	31.4	0.2	1	1	8.1e-11	4.6e-08	31.0	0.2	48	250	47	253	37	255	0.79	-
GCF_005519465.1_protein.faa_WP_003954994.1	-	272	kpsM_final_mafft	-	260	3.5e-06	24.8	1.1	1	2	1	5.8e+02	-2.1	0.3	137	137	62	62	35	101	0.51	-
GCF_005519465.1_protein.faa_WP_003954994.1	-	272	kpsM_final_mafft	-	260	3.5e-06	24.8	1.1	2	2	6.3e-09	3.5e-06	24.8	1.1	143	249	158	262	114	269	0.67	-
GCF_005519465.1_protein.faa_WP_003961860.1	-	261	kpsM_final_mafft	-	260	0.00022	19.0	4.0	1	1	4.7e-07	0.00026	18.7	4.0	120	247	123	252	32	259	0.71	-
GCF_905071835.1_protein.faa_WP_000124301.1	-	258	kpsM_final_mafft	-	260	8e-107	354.3	18.6	1	1	1.1e-109	8.8e-107	354.1	18.6	8	259	6	258	1	258	0.99	-
GCF_905071835.1_protein.faa_WP_000972203.1	-	256	kpsM_final_mafft	-	260	1.7e-18	64.8	19.9	1	1	2.8e-21	2.3e-18	64.3	19.9	37	250	27	249	14	253	0.80	-
GCF_905071835.1_protein.faa_WP_000070115.1	-	377	kpsM_final_mafft	-	260	1.5e-08	32.2	18.2	1	3	0.043	36	1.4	0.1	141	160	30	49	20	57	0.76	-
GCF_905071835.1_protein.faa_WP_000070115.1	-	377	kpsM_final_mafft	-	260	1.5e-08	32.2	18.2	2	3	1.1	8.7e+02	-3.1	0.1	151	162	188	199	170	210	0.50	-
GCF_905071835.1_protein.faa_WP_000070115.1	-	377	kpsM_final_mafft	-	260	1.5e-08	32.2	18.2	3	3	1.8e-11	1.5e-08	32.2	18.2	95	254	215	375	211	376	0.94	-
GCF_905071835.1_protein.faa_WP_001314210.1	-	374	kpsM_final_mafft	-	260	3.6e-08	30.9	13.5	1	2	2.3	1.9e+03	-4.2	0.2	149	248	25	36	22	42	0.44	-
GCF_905071835.1_protein.faa_WP_001314210.1	-	374	kpsM_final_mafft	-	260	3.6e-08	30.9	13.5	2	2	4.4e-11	3.6e-08	30.9	13.5	96	252	210	369	206	374	0.88	-
GCF_905071835.1_protein.faa_WP_000469031.1	-	368	kpsM_final_mafft	-	260	5.3e-08	30.4	12.7	1	2	0.21	1.8e+02	-0.8	0.1	143	183	173	213	165	217	0.69	-
GCF_905071835.1_protein.faa_WP_000469031.1	-	368	kpsM_final_mafft	-	260	5.3e-08	30.4	12.7	2	2	6.4e-11	5.3e-08	30.4	12.7	101	251	213	365	188	368	0.78	-
GCF_905071835.1_protein.faa_WP_001006855.1	-	95	kpsM_final_mafft	-	260	0.0081	13.4	0.1	1	1	1.1e-05	0.0088	13.3	0.1	65	100	18	53	4	66	0.83	-
GCF_000830805.1_protein.faa_WP_002851559.1	-	260	kpsM_final_mafft	-	260	2.1e-46	154.7	32.9	1	1	1.5e-49	2.4e-46	154.5	32.9	13	257	3	255	1	257	0.92	-
GCF_036346995.1_protein.faa_WP_266687292.1	-	309	kpsM_final_mafft	-	260	5.2e-43	145.9	15.0	1	1	1.2e-45	6.2e-43	145.7	15.0	4	255	45	305	42	308	0.94	-
GCF_036346995.1_protein.faa_WP_266690574.1	-	313	kpsM_final_mafft	-	260	3e-39	133.6	10.1	1	1	7.1e-42	3.6e-39	133.3	10.1	3	255	48	309	46	312	0.92	-
GCF_036346995.1_protein.faa_WP_124718016.1	-	284	kpsM_final_mafft	-	260	1.5e-18	65.7	12.3	1	1	4.7e-21	2.4e-18	65.1	12.3	37	252	57	283	31	284	0.81	-
GCF_036346995.1_protein.faa_WP_266690786.1	-	260	kpsM_final_mafft	-	260	1.6e-15	55.8	1.9	1	1	3.6e-18	1.8e-15	55.6	1.9	38	243	33	245	12	260	0.83	-
GCF_036346995.1_protein.faa_WP_124721067.1	-	268	kpsM_final_mafft	-	260	8.3e-15	53.5	6.4	1	1	2.3e-17	1.2e-14	53.0	6.4	22	250	27	263	18	266	0.80	-
GCF_036346995.1_protein.faa_WP_266687558.1	-	264	kpsM_final_mafft	-	260	1.5e-13	49.4	1.2	1	1	3.6e-16	1.8e-13	49.1	1.2	41	251	36	256	22	264	0.89	-
GCF_036346995.1_protein.faa_WP_124716293.1	-	263	kpsM_final_mafft	-	260	1.3e-12	46.3	7.5	1	1	1.5e-14	7.7e-12	43.8	7.5	34	250	39	261	20	263	0.85	-
GCF_036346995.1_protein.faa_WP_266691857.1	-	259	kpsM_final_mafft	-	260	3.9e-12	44.7	2.3	1	1	9.6e-15	4.9e-12	44.4	2.3	45	254	34	257	22	259	0.84	-
GCF_036346995.1_protein.faa_WP_266691525.1	-	255	kpsM_final_mafft	-	260	4.6e-11	41.2	2.5	1	1	1.1e-13	5.7e-11	40.9	2.5	46	250	45	253	37	255	0.86	-
GCF_036346995.1_protein.faa_WP_266688584.1	-	249	kpsM_final_mafft	-	260	2.2e-10	39.0	7.8	1	1	6.2e-13	3.2e-10	38.5	7.8	64	251	52	246	9	248	0.78	-
GCF_036346995.1_protein.faa_WP_266693909.1	-	250	kpsM_final_mafft	-	260	3.9e-10	38.2	0.1	1	1	1.4e-12	7e-10	37.3	0.1	41	227	23	213	20	238	0.76	-
GCF_036346995.1_protein.faa_WP_330436506.1	-	248	kpsM_final_mafft	-	260	1.6e-07	29.6	1.4	1	1	3.9e-10	2e-07	29.3	1.4	46	254	34	246	25	248	0.82	-
GCF_036346995.1_protein.faa_WP_330435130.1	-	268	kpsM_final_mafft	-	260	3.8e-07	28.4	8.8	1	1	1.9e-09	9.8e-07	27.0	8.6	90	253	96	260	33	263	0.69	-
GCF_036346995.1_protein.faa_WP_266690196.1	-	266	kpsM_final_mafft	-	260	4.3e-05	21.6	7.0	1	1	1.4e-07	7e-05	20.9	7.0	38	252	49	264	45	266	0.88	-
GCF_036346995.1_protein.faa_WP_124716578.1	-	246	kpsM_final_mafft	-	260	0.00033	18.7	4.5	1	1	8e-07	0.00041	18.4	4.5	35	252	20	242	2	246	0.72	-
GCF_036346995.1_protein.faa_WP_330436564.1	-	591	kpsM_final_mafft	-	260	0.0037	15.3	5.1	1	1	1.1e-05	0.0057	14.7	5.1	96	252	428	585	366	590	0.88	-
GCF_036346995.1_protein.faa_WP_330433977.1	-	356	kpsM_final_mafft	-	260	0.031	12.3	9.7	1	2	0.052	27	2.7	0.1	38	61	9	32	6	41	0.85	-
GCF_036346995.1_protein.faa_WP_330433977.1	-	356	kpsM_final_mafft	-	260	0.031	12.3	9.7	2	2	0.00014	0.07	11.1	5.9	117	247	193	327	169	339	0.74	-
GCF_014058585.1_protein.faa_WP_005754209.1	-	265	kpsM_final_mafft	-	260	8.1e-45	149.8	20.3	1	1	1.5e-47	1e-44	149.4	20.3	7	255	12	261	6	264	0.96	-
GCF_014058585.1_protein.faa_WP_005753849.1	-	255	kpsM_final_mafft	-	260	2.8e-19	66.0	22.3	1	1	5.5e-22	3.7e-19	65.7	22.3	37	248	26	246	8	250	0.79	-
GCF_014058585.1_protein.faa_WP_014391422.1	-	374	kpsM_final_mafft	-	260	1.7e-07	27.4	16.0	1	2	0.094	63	-0.6	0.3	139	160	23	44	8	55	0.67	-
GCF_014058585.1_protein.faa_WP_014391422.1	-	374	kpsM_final_mafft	-	260	1.7e-07	27.4	16.0	2	2	2.6e-10	1.7e-07	27.4	16.0	101	253	215	368	182	373	0.80	-
GCF_016903915.1_protein.faa_WP_000124301.1	-	258	kpsM_final_mafft	-	260	8.1e-107	354.3	18.6	1	1	1.1e-109	8.9e-107	354.1	18.6	8	259	6	258	1	258	0.99	-
GCF_016903915.1_protein.faa_WP_000972203.1	-	256	kpsM_final_mafft	-	260	1.7e-18	64.8	19.9	1	1	2.8e-21	2.4e-18	64.3	19.9	37	250	27	249	14	253	0.80	-
GCF_016903915.1_protein.faa_WP_001314210.1	-	374	kpsM_final_mafft	-	260	3.6e-08	30.9	13.5	1	2	2.3	1.9e+03	-4.2	0.2	149	248	25	36	22	42	0.44	-
GCF_016903915.1_protein.faa_WP_001314210.1	-	374	kpsM_final_mafft	-	260	3.6e-08	30.9	13.5	2	2	4.4e-11	3.6e-08	30.9	13.5	96	252	210	369	206	374	0.88	-
GCF_016903915.1_protein.faa_WP_000469031.1	-	368	kpsM_final_mafft	-	260	5.3e-08	30.4	12.7	1	2	0.21	1.8e+02	-0.8	0.1	143	183	173	213	165	217	0.69	-
GCF_016903915.1_protein.faa_WP_000469031.1	-	368	kpsM_final_mafft	-	260	5.3e-08	30.4	12.7	2	2	6.4e-11	5.3e-08	30.4	12.7	101	251	213	365	188	368	0.78	-
GCF_016903915.1_protein.faa_WP_000070126.1	-	377	kpsM_final_mafft	-	260	5.6e-08	30.3	18.8	1	3	0.07	58	0.7	0.1	141	160	30	49	21	57	0.76	-
GCF_016903915.1_protein.faa_WP_000070126.1	-	377	kpsM_final_mafft	-	260	5.6e-08	30.3	18.8	2	3	1.1	8.8e+02	-3.1	0.1	151	162	188	199	170	210	0.50	-
GCF_016903915.1_protein.faa_WP_000070126.1	-	377	kpsM_final_mafft	-	260	5.6e-08	30.3	18.8	3	3	6.7e-11	5.6e-08	30.3	18.8	95	253	215	374	211	376	0.93	-
GCF_016903915.1_protein.faa_WP_001006866.1	-	95	kpsM_final_mafft	-	260	0.012	12.8	0.1	1	1	1.6e-05	0.013	12.7	0.1	65	100	18	53	4	66	0.83	-
GCF_036178885.1_protein.faa_WP_159481140.1	-	311	kpsM_final_mafft	-	260	5.9e-41	139.0	13.6	1	1	1.4e-43	7.2e-41	138.7	13.6	4	255	47	307	44	310	0.92	-
GCF_036178885.1_protein.faa_WP_159474783.1	-	309	kpsM_final_mafft	-	260	1.3e-40	137.9	11.9	1	1	3e-43	1.5e-40	137.6	11.9	4	255	45	305	42	308	0.93	-
GCF_036178885.1_protein.faa_WP_159481775.1	-	278	kpsM_final_mafft	-	260	3.2e-18	64.5	8.8	1	1	1.7e-20	8.5e-18	63.1	8.8	37	246	52	269	33	278	0.78	-
GCF_036178885.1_protein.faa_WP_328690670.1	-	287	kpsM_final_mafft	-	260	3.2e-16	57.9	10.6	1	1	8.6e-19	4.4e-16	57.5	10.6	39	244	65	275	60	282	0.83	-
GCF_036178885.1_protein.faa_WP_159481751.1	-	265	kpsM_final_mafft	-	260	1.1e-15	56.2	4.2	1	1	2.5e-18	1.2e-15	56.0	4.2	38	250	33	256	14	265	0.86	-
GCF_036178885.1_protein.faa_WP_403330234.1	-	292	kpsM_final_mafft	-	260	1.6e-15	55.6	5.1	1	1	4.6e-18	2.3e-15	55.1	5.1	38	220	51	244	47	283	0.85	-
GCF_036178885.1_protein.faa_WP_159480563.1	-	276	kpsM_final_mafft	-	260	3.5e-15	54.5	13.0	1	1	1e-17	5.3e-15	53.9	13.0	37	252	50	275	27	276	0.80	-
GCF_036178885.1_protein.faa_WP_328742564.1	-	263	kpsM_final_mafft	-	260	2.5e-11	41.9	2.8	1	1	1.2e-13	6e-11	40.6	3.0	50	241	41	246	29	257	0.74	-
GCF_036178885.1_protein.faa_WP_159480288.1	-	268	kpsM_final_mafft	-	260	6.8e-10	37.2	1.2	1	1	1.7e-12	8.5e-10	36.9	1.2	41	250	51	266	43	268	0.78	-
GCF_036178885.1_protein.faa_WP_328742424.1	-	272	kpsM_final_mafft	-	260	8.9e-10	36.8	2.7	1	1	2.9e-12	1.5e-09	36.1	2.7	102	226	117	241	38	267	0.68	-
GCF_036178885.1_protein.faa_WP_328688717.1	-	276	kpsM_final_mafft	-	260	1.1e-08	33.2	9.4	1	1	1.1e-10	5.8e-08	30.9	9.4	99	247	124	271	45	275	0.85	-
GCF_036178885.1_protein.faa_WP_328731483.1	-	260	kpsM_final_mafft	-	260	3.1e-07	28.5	12.7	1	1	9e-10	4.6e-07	27.9	12.7	88	247	88	251	20	260	0.80	-
GCF_036178885.1_protein.faa_WP_159471444.1	-	262	kpsM_final_mafft	-	260	5.2e-07	27.7	6.7	1	1	1.4e-09	7.1e-07	27.3	6.7	38	252	45	260	40	262	0.89	-
GCF_036178885.1_protein.faa_WP_159482490.1	-	274	kpsM_final_mafft	-	260	5.9e-07	27.6	3.8	1	1	1.5e-09	7.8e-07	27.2	3.8	61	238	40	227	20	243	0.65	-
GCF_036178885.1_protein.faa_WP_328742122.1	-	706	kpsM_final_mafft	-	260	0.063	11.1	2.8	1	1	0.00018	0.092	10.5	2.8	119	252	557	692	504	699	0.84	-
GCF_002012145.1_protein.faa_WP_000124301.1	-	258	kpsM_final_mafft	-	260	7.6e-107	354.3	18.6	1	1	1.1e-109	8.3e-107	354.1	18.6	8	259	6	258	1	258	0.99	-
GCF_002012145.1_protein.faa_WP_000972203.1	-	256	kpsM_final_mafft	-	260	1.6e-18	64.8	19.9	1	1	2.8e-21	2.2e-18	64.3	19.9	37	250	27	249	14	253	0.80	-
GCF_002012145.1_protein.faa_WP_000070116.1	-	377	kpsM_final_mafft	-	260	1.2e-08	32.4	18.2	1	3	0.07	55	0.7	0.1	141	160	30	49	21	57	0.76	-
GCF_002012145.1_protein.faa_WP_000070116.1	-	377	kpsM_final_mafft	-	260	1.2e-08	32.4	18.2	2	3	1.1	8.2e+02	-3.1	0.1	151	162	188	199	170	210	0.50	-
GCF_002012145.1_protein.faa_WP_000070116.1	-	377	kpsM_final_mafft	-	260	1.2e-08	32.4	18.2	3	3	1.5e-11	1.2e-08	32.4	18.2	95	254	215	375	211	376	0.94	-
GCF_002012145.1_protein.faa_WP_001296492.1	-	374	kpsM_final_mafft	-	260	3.6e-08	30.9	13.3	1	2	2.3	1.8e+03	-4.2	0.2	149	248	25	36	22	42	0.44	-
GCF_002012145.1_protein.faa_WP_001296492.1	-	374	kpsM_final_mafft	-	260	3.6e-08	30.9	13.3	2	2	4.6e-11	3.6e-08	30.9	13.3	96	252	210	369	206	374	0.87	-
GCF_002012145.1_protein.faa_WP_000469031.1	-	368	kpsM_final_mafft	-	260	5e-08	30.4	12.7	1	2	0.21	1.7e+02	-0.8	0.1	143	183	173	213	165	217	0.69	-
GCF_002012145.1_protein.faa_WP_000469031.1	-	368	kpsM_final_mafft	-	260	5e-08	30.4	12.7	2	2	6.4e-11	5e-08	30.4	12.7	101	251	213	365	188	368	0.78	-
GCF_002012145.1_protein.faa_WP_001006866.1	-	95	kpsM_final_mafft	-	260	0.011	12.8	0.1	1	1	1.6e-05	0.012	12.7	0.1	65	100	18	53	4	66	0.83	-
GCF_035983595.1_protein.faa_WP_327186194.1	-	309	kpsM_final_mafft	-	260	1.6e-41	141.1	10.9	1	1	4.1e-44	1.9e-41	140.8	10.9	3	255	44	305	42	308	0.92	-
GCF_035983595.1_protein.faa_WP_020132368.1	-	305	kpsM_final_mafft	-	260	8.2e-40	135.5	11.2	1	1	2.2e-42	1e-39	135.2	11.2	3	255	39	301	37	304	0.91	-
GCF_035983595.1_protein.faa_WP_327187063.1	-	271	kpsM_final_mafft	-	260	1.2e-17	62.9	5.1	1	1	3.3e-20	1.5e-17	62.5	5.1	23	251	33	268	15	270	0.84	-
GCF_035983595.1_protein.faa_WP_327184089.1	-	263	kpsM_final_mafft	-	260	1.3e-17	62.7	3.0	1	1	3.6e-20	1.7e-17	62.3	3.0	38	244	33	249	22	259	0.85	-
GCF_035983595.1_protein.faa_WP_327181146.1	-	286	kpsM_final_mafft	-	260	2.6e-15	55.2	6.0	1	1	7.5e-18	3.5e-15	54.7	6.0	39	240	64	272	60	282	0.82	-
GCF_035983595.1_protein.faa_WP_327182686.1	-	272	kpsM_final_mafft	-	260	5.8e-15	54.0	12.1	1	1	2.2e-17	1e-14	53.2	12.1	37	252	46	269	42	272	0.81	-
GCF_035983595.1_protein.faa_WP_020128092.1	-	287	kpsM_final_mafft	-	260	1.7e-14	52.5	3.0	1	1	7e-17	3.3e-14	51.6	3.0	38	245	48	278	44	286	0.75	-
GCF_035983595.1_protein.faa_WP_327184063.1	-	282	kpsM_final_mafft	-	260	3.4e-13	48.2	11.8	1	1	1.1e-15	5.3e-13	47.6	11.8	41	250	64	277	60	282	0.79	-
GCF_035983595.1_protein.faa_WP_327182403.1	-	256	kpsM_final_mafft	-	260	5.9e-11	40.9	0.3	1	1	1.6e-13	7.3e-11	40.6	0.3	46	250	46	254	38	256	0.86	-
GCF_035983595.1_protein.faa_WP_327182102.1	-	258	kpsM_final_mafft	-	260	1.7e-10	39.4	2.7	1	1	4.3e-13	2e-10	39.1	2.7	38	252	30	254	18	258	0.78	-
GCF_035983595.1_protein.faa_WP_327184367.1	-	253	kpsM_final_mafft	-	260	1.1e-08	33.4	1.8	1	1	3.8e-11	1.8e-08	32.8	1.8	49	221	38	217	27	250	0.72	-
GCF_035983595.1_protein.faa_WP_327183866.1	-	271	kpsM_final_mafft	-	260	7.2e-08	30.8	2.3	1	2	1.9	9.1e+02	-2.3	0.2	140	154	72	86	35	103	0.45	-
GCF_035983595.1_protein.faa_WP_327183866.1	-	271	kpsM_final_mafft	-	260	7.2e-08	30.8	2.3	2	2	1.5e-10	7.2e-08	30.8	2.3	118	244	132	257	119	269	0.81	-
GCF_035983595.1_protein.faa_WP_327185176.1	-	244	kpsM_final_mafft	-	260	1.7e-07	29.6	2.8	1	1	9.5e-10	4.4e-07	28.2	2.8	34	250	20	242	3	244	0.80	-
GCF_035983595.1_protein.faa_WP_327187004.1	-	426	kpsM_final_mafft	-	260	5.2e-07	28.0	0.9	1	1	1.9e-09	9e-07	27.2	0.9	103	248	263	409	253	421	0.72	-
GCF_035983595.1_protein.faa_WP_327184898.1	-	264	kpsM_final_mafft	-	260	6.4e-07	27.7	8.3	1	1	1.8e-09	8.5e-07	27.3	8.3	45	250	45	252	22	260	0.73	-
GCF_035983595.1_protein.faa_WP_327183299.1	-	266	kpsM_final_mafft	-	260	4.5e-06	24.9	5.2	1	1	1.5e-08	6.9e-06	24.3	5.2	140	249	145	254	108	264	0.83	-
GCF_035983595.1_protein.faa_WP_327184417.1	-	268	kpsM_final_mafft	-	260	9.9e-05	20.5	6.1	1	1	3.7e-07	0.00017	19.7	6.1	105	252	117	266	46	268	0.77	-
GCF_035983595.1_protein.faa_WP_327182595.1	-	261	kpsM_final_mafft	-	260	0.00061	17.9	0.6	1	1	2.2e-06	0.001	17.2	0.6	46	163	96	220	92	225	0.82	-
GCF_035983595.1_protein.faa_WP_327182561.1	-	694	kpsM_final_mafft	-	260	0.059	11.4	2.9	1	1	0.00019	0.088	10.8	2.9	121	253	547	681	534	688	0.81	-
GCF_030347115.1_protein.faa_WP_000124301.1	-	258	kpsM_final_mafft	-	260	7.9e-107	354.3	18.6	1	1	1.1e-109	8.7e-107	354.1	18.6	8	259	6	258	1	258	0.99	-
GCF_030347115.1_protein.faa_WP_000972203.1	-	256	kpsM_final_mafft	-	260	1.7e-18	64.8	19.9	1	1	2.8e-21	2.3e-18	64.3	19.9	37	250	27	249	14	253	0.80	-
GCF_030347115.1_protein.faa_WP_001314210.1	-	374	kpsM_final_mafft	-	260	3.6e-08	30.9	13.5	1	2	2.3	1.9e+03	-4.2	0.2	149	248	25	36	22	42	0.44	-
GCF_030347115.1_protein.faa_WP_001314210.1	-	374	kpsM_final_mafft	-	260	3.6e-08	30.9	13.5	2	2	4.4e-11	3.6e-08	30.9	13.5	96	252	210	369	206	374	0.88	-
GCF_030347115.1_protein.faa_WP_000469031.1	-	368	kpsM_final_mafft	-	260	5.3e-08	30.4	12.7	1	2	0.21	1.7e+02	-0.8	0.1	143	183	173	213	165	217	0.69	-
GCF_030347115.1_protein.faa_WP_000469031.1	-	368	kpsM_final_mafft	-	260	5.3e-08	30.4	12.7	2	2	6.4e-11	5.3e-08	30.4	12.7	101	251	213	365	188	368	0.78	-
